Citation 1,Citation 2
Jerusalem Talmud Kiddushin 3:9:3,Noam Yerushalmi on Kiddushin 3:9:3:1
Jerusalem Talmud Kiddushin 3:9:3,"Mishneh Torah, Vows 10:7"
Jerusalem Talmud Kiddushin 3:9:3,"Shulchan Arukh, Yoreh De'ah 220:11"
Jerusalem Talmud Kiddushin 3:9:3,"Tur, Yoreh De'ah 220"
Jerusalem Talmud Kiddushin 4:10:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:10:1:1
Jerusalem Talmud Kiddushin 4:10:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:10:1:2
Jerusalem Talmud Kiddushin 4:10:1,"Mishneh Torah, Forbidden Intercourse 20:7"
Jerusalem Talmud Kiddushin 4:10:1,"Tur, Even HaEzer 3"
Jerusalem Talmud Kiddushin 4:10:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:10:2:1
Jerusalem Talmud Kiddushin 4:10:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:10:2:2
Jerusalem Talmud Kiddushin 4:10:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:10:2:3
Jerusalem Talmud Kiddushin 4:10:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:10:2:4
Jerusalem Talmud Kiddushin 4:10:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:10:2:5
Jerusalem Talmud Kiddushin 4:10:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:10:2:6
Jerusalem Talmud Kiddushin 4:10:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:10:2:7
Jerusalem Talmud Kiddushin 4:10:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:10:2:8
Jerusalem Talmud Kiddushin 4:10:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:10:2:9
Jerusalem Talmud Kiddushin 4:10:2,Korban HaEdah on Jerusalem Talmud Kiddushin 4:10:2:1
Jerusalem Talmud Kiddushin 4:10:2,Korban HaEdah on Jerusalem Talmud Kiddushin 4:10:2:2
Jerusalem Talmud Kiddushin 4:10:2,Korban HaEdah on Jerusalem Talmud Kiddushin 4:10:2:3
Jerusalem Talmud Kiddushin 4:10:2,Korban HaEdah on Jerusalem Talmud Kiddushin 4:10:2:4
Jerusalem Talmud Kiddushin 4:10:2,Korban HaEdah on Jerusalem Talmud Kiddushin 4:10:2:5
Jerusalem Talmud Kiddushin 4:10:2,Korban HaEdah on Jerusalem Talmud Kiddushin 4:10:2:6
Jerusalem Talmud Kiddushin 4:10:2,Korban HaEdah on Jerusalem Talmud Kiddushin 4:10:2:7
Jerusalem Talmud Kiddushin 4:10:2,Korban HaEdah on Jerusalem Talmud Kiddushin 4:10:2:8
Jerusalem Talmud Kiddushin 4:10:2,Korban HaEdah on Jerusalem Talmud Kiddushin 4:10:2:9
Jerusalem Talmud Kiddushin 4:10:2,Korban HaEdah on Jerusalem Talmud Kiddushin 4:10:2:10
Jerusalem Talmud Kiddushin 4:10:2,Mareh HaPanim on Jerusalem Talmud Kiddushin 4:10:2:1
Jerusalem Talmud Kiddushin 4:10:2,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:10:2:1
Jerusalem Talmud Kiddushin 4:10:2,"Mishneh Torah, Forbidden Intercourse 1:21"
Jerusalem Talmud Kiddushin 4:10:2,"Mishneh Torah, Other Sources of Defilement 16:3"
Jerusalem Talmud Kiddushin 4:10:2,"Mishneh Torah, Forbidden Intercourse 1:20"
Jerusalem Talmud Kiddushin 4:10:2,"Tur, Even HaEzer 3"
Jerusalem Talmud Kiddushin 4:10:2,"Shulchan Arukh, Even HaEzer 19:1"
Jerusalem Talmud Kiddushin 4:10:2,"Tur, Even HaEzer 19"
Jerusalem Talmud Kiddushin 4:10:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:10:3:1
Jerusalem Talmud Kiddushin 4:10:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:10:3:2
Jerusalem Talmud Kiddushin 4:10:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:10:3:3
Jerusalem Talmud Kiddushin 4:10:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:10:3:1
Jerusalem Talmud Kiddushin 4:10:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:10:3:2
Jerusalem Talmud Kiddushin 4:10:3,Mareh HaPanim on Jerusalem Talmud Kiddushin 4:10:3:1
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:1
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:2
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:3
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:4
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:5
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:6
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:7
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:8
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:9
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:10
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:11
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:12
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:13
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:14
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:15
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:16
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:17
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:18
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:19
Jerusalem Talmud Kiddushin 4:11:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:1:20
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:1
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:2
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:3
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:4
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:5
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:6
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:7
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:8
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:9
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:10
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:11
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:12
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:13
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:14
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:15
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:16
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:17
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:18
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:19
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:20
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:21
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:22
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:23
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:24
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:25
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:26
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:27
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:28
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:29
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:30
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:31
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:32
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:33
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:34
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:35
Jerusalem Talmud Kiddushin 4:11:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:1:36
Jerusalem Talmud Kiddushin 4:11:1,"Mishneh Torah, Forbidden Intercourse 22:8"
Jerusalem Talmud Kiddushin 4:11:1,"Shulchan Arukh, Even HaEzer 22:5"
Jerusalem Talmud Kiddushin 4:11:1,"Tur, Even HaEzer 22"
Jerusalem Talmud Kiddushin 4:11:1,"Mishneh Torah, Forbidden Intercourse 22:4"
Jerusalem Talmud Kiddushin 4:11:1,"Shulchan Arukh, Even HaEzer 22:3"
Jerusalem Talmud Kiddushin 4:11:1,"Shulchan Arukh, Even HaEzer 22:1"
Jerusalem Talmud Kiddushin 4:11:1,"Mishneh Torah, Forbidden Intercourse 21:7"
Jerusalem Talmud Kiddushin 4:11:1,"Shulchan Arukh, Even HaEzer 21:7"
Jerusalem Talmud Kiddushin 4:11:1,"Tur, Even HaEzer 21"
Jerusalem Talmud Kiddushin 4:11:1,"Mishneh Torah, Torah Study 2:4"
Jerusalem Talmud Kiddushin 4:11:1,"Shulchan Arukh, Even HaEzer 22:20"
Jerusalem Talmud Kiddushin 4:11:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:2:1
Jerusalem Talmud Kiddushin 4:11:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:2:2
Jerusalem Talmud Kiddushin 4:11:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:2:3
Jerusalem Talmud Kiddushin 4:11:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:2:4
Jerusalem Talmud Kiddushin 4:11:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:2:5
Jerusalem Talmud Kiddushin 4:11:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:2:6
Jerusalem Talmud Kiddushin 4:11:2,"Mishneh Torah, Forbidden Intercourse 22:8"
Jerusalem Talmud Kiddushin 4:11:2,"Shulchan Arukh, Even HaEzer 22:5"
Jerusalem Talmud Kiddushin 4:11:2,"Tur, Even HaEzer 22"
Jerusalem Talmud Kiddushin 4:11:2,"Mishneh Torah, Mourning 1:7"
Jerusalem Talmud Kiddushin 4:11:2,"Shulchan Arukh, Yoreh De'ah 374:8"
Jerusalem Talmud Kiddushin 4:11:2,"Tur, Yoreh De'ah 374"
Jerusalem Talmud Kiddushin 4:11:2,"Mishneh Torah, Mourning 12:10"
Jerusalem Talmud Kiddushin 4:11:2,"Shulchan Arukh, Yoreh De'ah 353:4"
Jerusalem Talmud Kiddushin 4:11:2,"Tur, Yoreh De'ah 353"
Jerusalem Talmud Kiddushin 4:11:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:3:1
Jerusalem Talmud Kiddushin 4:11:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:3:2
Jerusalem Talmud Kiddushin 4:11:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:3:3
Jerusalem Talmud Kiddushin 4:11:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:3:4
Jerusalem Talmud Kiddushin 4:11:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:3:5
Jerusalem Talmud Kiddushin 4:11:3,Sha'arei Torat Eretz Yisrael on Jerusalem Talmud Kiddushin 4:11:3:1
Jerusalem Talmud Kiddushin 4:11:3,"Mishneh Torah, Reading the Shema 3:18"
Jerusalem Talmud Kiddushin 4:11:3,"Shulchan Arukh, Orach Chayim 73:1"
Jerusalem Talmud Kiddushin 4:11:3,"Tur, Orach Chayim 73"
Jerusalem Talmud Kiddushin 4:11:3,"Shulchan Arukh, Orach Chayim 73:2"
Jerusalem Talmud Kiddushin 4:11:4,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:4:1
Jerusalem Talmud Kiddushin 4:11:4,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:4:2
Jerusalem Talmud Kiddushin 4:11:4,Sha'arei Torat Eretz Yisrael on Jerusalem Talmud Kiddushin 4:11:4:1
Jerusalem Talmud Kiddushin 4:11:5,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:5:1
Jerusalem Talmud Kiddushin 4:11:5,"Mishneh Torah, Forbidden Intercourse 22:2"
Jerusalem Talmud Kiddushin 4:11:5,"Shulchan Arukh, Even HaEzer 24"
Jerusalem Talmud Kiddushin 4:11:5,"Tur, Even HaEzer 24"
Jerusalem Talmud Kiddushin 4:11:5,"Mishneh Torah, Forbidden Intercourse 22:13"
Jerusalem Talmud Kiddushin 4:11:5,"Shulchan Arukh, Even HaEzer 22:20"
Jerusalem Talmud Kiddushin 4:11:5,"Tur, Even HaEzer 22"
Jerusalem Talmud Kiddushin 4:11:6,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:6:1
Jerusalem Talmud Kiddushin 4:11:6,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:6:1
Jerusalem Talmud Kiddushin 4:11:6,Sha'arei Torat Eretz Yisrael on Jerusalem Talmud Kiddushin 4:11:6:1
Jerusalem Talmud Kiddushin 4:11:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:7:1
Jerusalem Talmud Kiddushin 4:11:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:7:2
Jerusalem Talmud Kiddushin 4:11:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:7:3
Jerusalem Talmud Kiddushin 4:11:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:7:4
Jerusalem Talmud Kiddushin 4:11:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:7:5
Jerusalem Talmud Kiddushin 4:11:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:7:6
Jerusalem Talmud Kiddushin 4:11:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:7:1
Jerusalem Talmud Kiddushin 4:11:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:7:2
Jerusalem Talmud Kiddushin 4:11:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:7:3
Jerusalem Talmud Kiddushin 4:11:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:7:4
Jerusalem Talmud Kiddushin 4:11:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:7:5
Jerusalem Talmud Kiddushin 4:11:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:7:6
Jerusalem Talmud Kiddushin 4:11:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:7:7
Jerusalem Talmud Kiddushin 4:11:8,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:8:1
Jerusalem Talmud Kiddushin 4:11:8,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:8:2
Jerusalem Talmud Kiddushin 4:11:8,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:8:1
Jerusalem Talmud Kiddushin 4:11:8,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:8:2
Jerusalem Talmud Kiddushin 4:11:9,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:9:1
Jerusalem Talmud Kiddushin 4:11:9,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:9:2
Jerusalem Talmud Kiddushin 4:11:9,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:9:3
Jerusalem Talmud Kiddushin 4:11:9,Penei Moshe on Jerusalem Talmud Kiddushin 4:11:9:4
Jerusalem Talmud Kiddushin 4:11:9,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:9:1
Jerusalem Talmud Kiddushin 4:11:9,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:9:2
Jerusalem Talmud Kiddushin 4:11:9,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:9:3
Jerusalem Talmud Kiddushin 4:11:9,Korban HaEdah on Jerusalem Talmud Kiddushin 4:11:9:4
Jerusalem Talmud Kiddushin 4:11:9,Mareh HaPanim on Jerusalem Talmud Kiddushin 4:11:9:1
Jerusalem Talmud Kiddushin 4:11:9,Mareh HaPanim on Jerusalem Talmud Kiddushin 4:11:9:2
Jerusalem Talmud Kiddushin 4:11:9,Sha'arei Torat Eretz Yisrael on Jerusalem Talmud Kiddushin 4:11:9:1
Jerusalem Talmud Kiddushin 4:12:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:12:1:1
Jerusalem Talmud Kiddushin 4:12:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:12:1:2
Jerusalem Talmud Kiddushin 4:12:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:12:1:1
Jerusalem Talmud Kiddushin 4:12:1,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:12:1:1
Jerusalem Talmud Kiddushin 4:12:1,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:12:1:2
Jerusalem Talmud Kiddushin 4:12:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:12:2:1
Jerusalem Talmud Kiddushin 4:12:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:12:2:2
Jerusalem Talmud Kiddushin 4:12:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:12:2:3
Jerusalem Talmud Kiddushin 4:12:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:12:2:4
Jerusalem Talmud Kiddushin 4:12:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:12:3:1
Jerusalem Talmud Kiddushin 4:12:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:12:3:2
Jerusalem Talmud Kiddushin 4:12:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:12:3:3
Jerusalem Talmud Kiddushin 4:12:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:12:3:4
Jerusalem Talmud Kiddushin 4:12:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:12:3:5
Jerusalem Talmud Kiddushin 4:12:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:12:3:1
Jerusalem Talmud Kiddushin 4:12:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:12:3:2
Jerusalem Talmud Kiddushin 4:12:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:12:3:3
Jerusalem Talmud Kiddushin 4:12:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:12:3:4
Jerusalem Talmud Kiddushin 4:12:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:12:3:5
Jerusalem Talmud Kiddushin 4:12:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:12:3:6
Jerusalem Talmud Kiddushin 4:12:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:12:3:7
Jerusalem Talmud Kiddushin 4:12:3,Sha'arei Torat Eretz Yisrael on Jerusalem Talmud Kiddushin 4:12:3:1
Jerusalem Talmud Kiddushin 4:12:3,"Mishneh Torah, Human Dispositions 4:23"
Jerusalem Talmud Kiddushin 4:1:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:1:1
Jerusalem Talmud Kiddushin 4:1:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:1:2
Jerusalem Talmud Kiddushin 4:1:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:1:3
Jerusalem Talmud Kiddushin 4:1:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:1:4
Jerusalem Talmud Kiddushin 4:1:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:1:5
Jerusalem Talmud Kiddushin 4:1:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:1:6
Jerusalem Talmud Kiddushin 4:1:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:1:1
Jerusalem Talmud Kiddushin 4:1:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:1:2
Jerusalem Talmud Kiddushin 4:1:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:1:3
Jerusalem Talmud Kiddushin 4:1:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:1:4
Jerusalem Talmud Kiddushin 4:1:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:1:5
Jerusalem Talmud Kiddushin 4:1:1,Mareh HaPanim on Jerusalem Talmud Kiddushin 4:1:1:1
Jerusalem Talmud Kiddushin 4:1:1,"Mishneh Torah, Forbidden Intercourse 19:15"
Jerusalem Talmud Kiddushin 4:1:1,"Shulchan Arukh, Even HaEzer 8:1"
Jerusalem Talmud Kiddushin 4:1:1,"Tur, Even HaEzer 8"
Jerusalem Talmud Kiddushin 4:1:1,"Shulchan Arukh, Even HaEzer 8:2"
Jerusalem Talmud Kiddushin 4:1:1,"Shulchan Arukh, Even HaEzer 8:3"
Jerusalem Talmud Kiddushin 4:1:1,"Mishneh Torah, Forbidden Intercourse 15:33"
Jerusalem Talmud Kiddushin 4:1:10,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:10:1
Jerusalem Talmud Kiddushin 4:1:10,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:10:1
Jerusalem Talmud Kiddushin 4:1:10,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:10:2
Jerusalem Talmud Kiddushin 4:1:10,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:10:3
Jerusalem Talmud Kiddushin 4:1:10,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:10:4
Jerusalem Talmud Kiddushin 4:1:10,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:1:10:1
Jerusalem Talmud Kiddushin 4:1:11,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:11:1
Jerusalem Talmud Kiddushin 4:1:11,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:11:2
Jerusalem Talmud Kiddushin 4:1:11,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:11:3
Jerusalem Talmud Kiddushin 4:1:11,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:11:4
Jerusalem Talmud Kiddushin 4:1:11,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:11:5
Jerusalem Talmud Kiddushin 4:1:11,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:11:6
Jerusalem Talmud Kiddushin 4:1:11,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:11:7
Jerusalem Talmud Kiddushin 4:1:11,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:11:8
Jerusalem Talmud Kiddushin 4:1:11,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:11:9
Jerusalem Talmud Kiddushin 4:1:11,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:11:10
Jerusalem Talmud Kiddushin 4:1:11,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:11:11
Jerusalem Talmud Kiddushin 4:1:11,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:11:12
Jerusalem Talmud Kiddushin 4:1:11,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:11:13
Jerusalem Talmud Kiddushin 4:1:11,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:11:14
Jerusalem Talmud Kiddushin 4:1:12,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:12:1
Jerusalem Talmud Kiddushin 4:1:12,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:12:1
Jerusalem Talmud Kiddushin 4:1:12,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:12:2
Jerusalem Talmud Kiddushin 4:1:12,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:12:3
Jerusalem Talmud Kiddushin 4:1:12,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:12:4
Jerusalem Talmud Kiddushin 4:1:13,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:13:1
Jerusalem Talmud Kiddushin 4:1:13,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:13:2
Jerusalem Talmud Kiddushin 4:1:13,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:13:3
Jerusalem Talmud Kiddushin 4:1:13,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:13:4
Jerusalem Talmud Kiddushin 4:1:13,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:13:5
Jerusalem Talmud Kiddushin 4:1:13,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:13:6
Jerusalem Talmud Kiddushin 4:1:13,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:13:7
Jerusalem Talmud Kiddushin 4:1:13,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:13:8
Jerusalem Talmud Kiddushin 4:1:13,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:13:9
Jerusalem Talmud Kiddushin 4:1:13,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:13:10
Jerusalem Talmud Kiddushin 4:1:13,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:13:11
Jerusalem Talmud Kiddushin 4:1:13,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:1:13:1
Jerusalem Talmud Kiddushin 4:1:14,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:14:1
Jerusalem Talmud Kiddushin 4:1:14,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:14:2
Jerusalem Talmud Kiddushin 4:1:14,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:14:3
Jerusalem Talmud Kiddushin 4:1:14,"Mishneh Torah, Kings and Wars 12:3"
